date,arena,team,opponent,home,win,points,opponent_points,true_shooting,opponent_true_shooting,effective_field_goal,opponent_effective_field_goal,3pt_attempted,opponent_3pt_attempted,free_throws_attempted,opponent_free_throws_attempted,rebounds,opponent_rebounds,assists,opponent_assists,steals,opponent_steals,blocks,opponent_blocks,turnovers,opponent_turnovers,offensive_rating,opponent_offensive_rating,defensive_rating,opponent_defensive_rating,team_code,opponent_code,arena_code,weighted_points,weighted_opponent_points,weighted_true_shooting,weighted_opponent_true_shooting,weighted_effective_field_goal,weighted_opponent_effective_field_goal,weighted_3pt_attempted,weighted_opponent_3pt_attempted,weighted_free_throws_attempted,weighted_opponent_free_throws_attempted,weighted_rebounds,weighted_opponent_rebounds,weighted_assists,weighted_opponent_assists,weighted_steals,weighted_opponent_steals,weighted_blocks,weighted_opponent_blocks,weighted_turnovers,weighted_opponent_turnovers,weighted_offensive_rating,weighted_opponent_offensive_rating,weighted_defensive_rating,weighted_opponent_defensive_rating
2024-02-05,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Sacramento Kings,1,1,136,110,0.712,0.56,0.71,0.554,0.466,0.473,0.193,0.129,52.9,47.1,70.6,65.1,10.1,5.1,10.2,2.1,8.6,10.9,137.9,112.1,111.5,138.6,5,25,22,116.48638812168726,105.09605533826623,0.588010468946308,0.5316747077904956,0.5577488165401217,0.49359193499545223,0.4311811833105903,0.40508928179933507,0.20169476582353302,0.23212660743043348,50.42973636075528,49.57028580163602,63.47482259816564,64.56761379267833,7.233450441128421,7.344289501412874,9.744242256158186,12.32722924139012,10.404709194936174,12.20721695533326,117.75306243136019,105.95502870970948,106.26675106254702,117.4547332392997
2024-02-07,Capital One Arena,Cleveland Cavaliers,Washington Wizards,0,1,114,106,0.584,0.541,0.557,0.532,0.398,0.426,0.25,0.096,49.5,50.5,58.1,64.3,4.0,9.9,9.3,9.4,12.5,13.3,112.7,104.8,104.8,112.7,5,29,4,124.16439611436054,107.02560720919719,0.6367965479343859,0.542819841830037,0.6176549892563123,0.5173606564817254,0.4448813201434763,0.4318100672892007,0.19827364205086523,0.19154944923717476,51.40170936526146,48.598304076908356,66.2783614500017,64.7770914424592,8.361349805001243,6.461230391844751,9.923568954965251,8.30312809866077,9.694611458567286,11.692867162286406,125.68026466560293,108.37288650947617,108.32587406960394,125.77474740214693
2024-02-08,Barclays Center,Cleveland Cavaliers,Brooklyn Nets,0,1,118,95,0.674,0.479,0.631,0.452,0.463,0.269,0.213,0.151,58.5,41.5,60.5,59.5,8.4,9.5,19.1,7.0,16.3,10.8,123.4,100.4,99.3,124.7,5,2,3,120.16501788073207,106.62206221719116,0.616022725048717,0.5421037898657285,0.5937891106479474,0.5231207893182329,0.42643495803439946,0.4295239839458413,0.2186263779890455,0.15395367048014155,50.65344503587659,49.34656311721153,63.06042696556422,64.58937058733372,6.645292374425677,7.8142808009968245,9.678213689625773,8.734713562070347,10.798445837239829,12.325224659710218,120.57292849075577,106.96706521163877,106.93855072546877,120.63023516728241
2024-02-10,Scotiabank Arena,Cleveland Cavaliers,Toronto Raptors,0,1,119,95,0.609,0.489,0.598,0.454,0.446,0.356,0.141,0.264,54.0,46.0,75.0,62.9,5.4,7.6,7.1,5.9,10.1,10.2,128.7,103.3,102.8,129.4,5,27,23,119.31314972347825,102.04913706375072,0.6388350051757745,0.5172743832972829,0.608430454733009,0.4951369392640823,0.44082218097438397,0.36636271788149416,0.21641257075345766,0.15279149170487785,53.740823841181665,46.25918110391625,62.052977456555695,62.58685929982979,7.335716026267206,8.477559622147563,13.385397733548748,8.052156961205501,12.96313872424635,11.72509551905568,121.68529445245876,104.38312639515526,103.93301521072524,122.23156285115877
2024-02-12,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Philadelphia 76ers,1,0,121,123,0.587,0.638,0.549,0.608,0.402,0.295,0.272,0.216,50.6,49.4,75.0,52.1,6.3,5.3,12.9,7.3,9.6,10.2,127.5,129.6,129.6,127.5,5,22,22,119.18993490836904,99.27551775365814,0.6270958453716934,0.5061492803541752,0.6043263905902801,0.4789508149102661,0.4428594940105377,0.36228530611304416,0.18674003628947036,0.19654863009847026,53.842801713410985,46.157201285942506,67.1472338754533,62.71007056454392,6.57407111842175,8.132266816555422,10.91228643386478,7.205349181477976,11.836581419256436,11.125017191292567,124.4453660165832,103.95694936700208,103.48720846322188,125.05212308702853
2024-02-14,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Chicago Bulls,1,1,108,105,0.585,0.58,0.554,0.542,0.446,0.398,0.253,0.205,45.0,55.0,77.5,47.4,6.5,5.4,4.0,6.5,8.0,14.2,116.5,112.7,113.3,115.9,5,4,22,119.90214002585391,108.6103741318333,0.6113193595449483,0.5580284960298975,0.5825571521841302,0.5297277126324054,0.4267825358576537,0.3358106011055759,0.2202872179637487,0.20420214778134982,52.566858662545904,47.43314315665395,70.23705658192546,58.53533309908908,6.4662325362639725,7.017856660721867,11.694390779416251,7.242591376599686,10.956555203718128,10.761051287278349,125.64727083486373,114.04670358257486,113.76179132231198,126.015287601085
2024-02-22,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Orlando Magic,1,0,109,116,0.669,0.631,0.629,0.595,0.314,0.298,0.371,0.214,50.0,50.0,79.5,60.5,8.7,8.8,8.5,6.3,18.9,12.4,118.7,127.7,126.3,120.0,5,21,22,115.21901284185878,107.18980260398588,0.6009634985079794,0.5666736092021617,0.5713207883537198,0.5345564814467648,0.43434401879576223,0.3602802228615087,0.23315869473055678,0.2045160781674699,49.589531776536994,50.41046932686349,73.09480213718857,54.15392093069684,6.479518997943406,6.381279667746139,8.666883915516761,6.950404437545014,9.79324137818437,12.114172168559216,122.04810021402886,113.51681701237484,113.58009059537089,122.03523206185679
2024-02-23,Wells Fargo Center,Cleveland Cavaliers,Philadelphia 76ers,0,0,97,104,0.518,0.538,0.475,0.511,0.338,0.322,0.388,0.167,45.7,54.3,70.6,50.0,5.2,6.2,13.1,13.2,10.5,9.4,100.6,107.8,107.8,100.6,5,22,32,112.77202196172934,110.65634516120355,0.6277337758655555,0.5919840717525019,0.5940157897085196,0.5583391528165982,0.3869923371125742,0.3357748646591946,0.287395022179376,0.20824771063425945,49.75103843763221,50.24896223161401,75.61505111468377,56.650908475511706,7.353210192944886,7.332971961219495,8.601220211373684,6.69449023258372,13.376471685273184,12.226636656832202,120.73072543159644,119.09746466570121,118.58498495733477,121.23443064514478
2024-02-25,Capital One Arena,Cleveland Cavaliers,Washington Wizards,0,1,114,105,0.601,0.536,0.566,0.511,0.386,0.444,0.325,0.2,54.0,46.0,83.3,72.5,6.0,6.0,12.0,3.9,10.4,8.4,114.0,105.5,105.0,114.6,5,29,4,106.56621488544276,108.03727742189679,0.5845568994684442,0.5707429946539948,0.5471867254480751,0.5397126475880673,0.36771535454973137,0.33035487774918737,0.32697999643212716,0.1920180011426147,48.15707901609648,51.84292138982186,73.64178226107947,54.033979905337475,6.505987998825862,6.887182231073868,10.371352126904636,9.25420886900494,12.244668268912164,11.114441796235079,112.80990217651106,114.65225869676283,114.34142404115825,113.11541483198496
2024-02-27,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Dallas Mavericks,1,1,121,119,0.665,0.61,0.651,0.604,0.482,0.363,0.217,0.165,56.6,43.4,79.5,47.9,2.1,11.4,6.9,14.0,15.0,4.9,125.1,123.0,123.0,125.1,5,6,22,109.49118141030768,106.84220187843252,0.5910267553868789,0.5570726914678706,0.5545891721746711,0.528415101083679,0.37490980193244194,0.37507074902812265,0.3262009285422063,0.19515867296720676,50.45608928098581,49.54391096521612,77.4419948231669,61.29979264972262,6.306897234734388,6.538103223898318,11.012175131092336,7.147491837555343,11.518847862093756,10.046392173421271,113.278169181997,111.05112550520575,110.66586008633662,113.69955357864467
2024-02-28,United Center,Cleveland Cavaliers,Chicago Bulls,0,0,123,132,0.547,0.521,0.538,0.459,0.519,0.336,0.183,0.345,34.5,65.5,82.2,65.9,6.1,5.2,15.1,16.0,9.6,13.0,107.4,113.8,115.3,106.0,5,4,31,114.01954866828281,111.62592268467468,0.6201329591437318,0.5778979646392023,0.592523876995678,0.5581554413959836,0.4170465115173451,0.3703212793712508,0.2832337112299185,0.1832921598108525,52.87352977838181,47.1264703709472,78.25175676240374,56.027385075846546,4.651612155126007,8.451110540937124,9.394160295114641,9.843743703547368,12.888574497236254,8.021444640084287,117.92969715494745,115.75264126985095,115.51896598117987,118.1852797110387
2024-03-01,Little Caesars Arena,Cleveland Cavaliers,Detroit Pistons,0,1,110,100,0.572,0.493,0.506,0.427,0.494,0.404,0.361,0.315,55.8,44.2,75.8,72.7,7.2,10.3,11.3,16.7,14.3,8.2,113.3,103.0,103.0,113.3,5,8,16,117.55308092925726,119.64249744490155,0.5913573819561775,0.5555103600289157,0.5710704030842736,0.5191408152839934,0.4571620833706212,0.3568169082192229,0.24379481899771802,0.24691923700938748,45.6441091377298,54.35589095284283,79.8052694243952,59.911956356965405,5.221508364928963,7.171898221192965,11.639233279581916,12.266041807153147,11.594621259322519,9.980353533134954,113.78658416196346,114.98433679758463,115.43280958101961,113.39074574191805
2024-03-03,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,New York Knicks,1,0,98,107,0.541,0.592,0.546,0.581,0.506,0.453,0.092,0.116,45.3,54.7,79.5,76.2,7.9,8.9,10.6,20.9,10.8,11.7,110.6,119.4,120.8,109.4,5,19,22,114.58117515888485,111.91377693365865,0.5837408456481885,0.5309144499072086,0.5454671945104674,0.48288622948065474,0.4716566741243461,0.3753820082149264,0.2899114642449544,0.2737069299095684,49.640140815338356,50.35985923959671,78.22931870630501,64.94365945275705,5.999984163344557,8.402710364452096,11.505755384861278,14.01066841215463,12.659104847644517,9.279839002973953,113.59512821276137,110.26886770405666,110.54088019725661,113.35504007471165
2024-03-05,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Boston Celtics,1,1,105,104,0.554,0.529,0.544,0.5,0.467,0.409,0.122,0.129,44.2,55.8,71.8,61.5,11.7,6.4,5.5,18.8,8.7,11.7,111.7,111.2,110.6,112.3,5,1,22,108.05699110792855,109.98035636525253,0.56692363330767,0.5549497410033124,0.5456768371349353,0.5214909900400112,0.485169719899915,0.4059223082370324,0.2120393709731782,0.21165408823929877,47.93242847197274,52.067571561347066,78.72929283665073,69.37268434193109,6.747582141128993,8.598378589282893,11.149368411118148,16.721409167045316,11.927604089716716,10.232098153863095,112.41663709080996,113.86168830461848,114.5775292979715,111.79885306570462
2024-03-06,State Farm Arena,Cleveland Cavaliers,Atlanta Hawks,0,0,101,112,0.523,0.603,0.494,0.577,0.494,0.357,0.191,0.238,50.0,50.0,69.2,62.8,5.2,7.3,7.4,6.7,13.5,10.6,105.8,117.4,117.4,105.8,5,0,26,106.8541588334275,107.62726949153314,0.561838579835985,0.5447393135301105,0.545017053133683,0.5130349443668452,0.4780204921976889,0.4071332855846152,0.1766116390764703,0.17913223866772626,46.46383230343576,53.536167716773726,76.00282855555564,66.27502442762061,8.696206728886452,7.733384016055832,8.926515149355076,17.539270930815412,10.657640837827001,10.809672524869224,112.13466236746349,112.81439556334958,113.01249346912489,111.99603901932888
2024-03-08,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Minnesota Timberwolves,1,1,113,104,0.544,0.502,0.494,0.457,0.386,0.319,0.409,0.234,50.5,49.5,71.1,64.1,6.7,4.8,12.5,9.3,11.1,11.9,107.9,98.8,99.3,107.4,5,17,22,104.55072681930123,109.34780487995411,0.5465567894502212,0.5676631074001078,0.5249434068937665,0.5382032326082681,0.4843079385907813,0.3874073747791978,0.18227301795686826,0.2022948978833309,47.85520587414844,52.14479413810923,73.326124091713,64.9077088586022,7.3205565737632,7.562860693167248,8.325878240599643,13.274350148471294,11.776022022227,10.72717281483254,109.64216694479434,114.6186903158573,114.73884276933488,109.55808763399868
2024-03-10,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Brooklyn Nets,1,0,101,120,0.596,0.683,0.579,0.646,0.421,0.443,0.263,0.253,43.7,56.3,67.6,78.6,8.9,7.6,9.1,6.8,12.4,14.6,112.2,131.1,133.3,110.4,5,2,22,107.8752567636186,107.24360762185297,0.545550771191989,0.5418266878501684,0.5127681249970325,0.5062522502446907,0.44562677884845486,0.3604911701540357,0.2714831340067268,0.21476988349692056,48.89585127404318,51.104148733391476,72.45021251394886,64.58990018686373,7.076386588073601,6.475759718920812,9.968267175550078,11.710565217481264,11.510028083121606,11.188644353651481,108.95667766635565,108.39452067306664,108.66413149008419,108.70894631636688
2024-03-11,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Phoenix Suns,1,0,111,117,0.601,0.633,0.565,0.619,0.548,0.381,0.226,0.226,46.8,53.2,75.0,50.0,9.7,8.7,0.0,15.8,12.3,13.2,119.4,126.5,125.9,120.1,5,23,22,105.1700540205313,112.26285691532935,0.5654009959690838,0.5973740578479458,0.5388283371604458,0.561238705147557,0.4359368964215503,0.39295586500141033,0.26814528086553063,0.22981226221649664,46.85144310101411,53.14855690349524,70.54180259583185,70.10244491769869,7.793922554203484,6.91811380064153,9.626630662793211,9.7784083609208,11.860204746130037,12.530908209305835,110.23282556531399,117.32843064474369,118.3575904200872,109.37432409365655
